"보고 시작","보고 종료","광고 이름","지출 금액 (KRW)","구매 ROAS(광고 지출 대비 수익률)","광고 세트 예산","광고 세트 예산 유형",구매,"구매 전환값","CPC(전체) (KRW)",전환율(CVR),CTR(전체),클릭(전체),결과,"결과 표시 도구",도달,노출,"장바구니에 담기","평균 구매 전환값","결과당 비용","최근 영향이 큰 변경","광고 게재","동영상 3초 이상 재생","동영상 100% 재생","동영상 재생","기여 설정"
2025-05-02,2025-05-02,봄맞이_250421,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,"재구매 1위_250421",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,"1+1 혜택_250423",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,목부터_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,진혹거_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,미쳤음_250423,4709,,50000,"일일 예산",,,1569.666667,0,1.675978,3,,,170,179,,,,2025-04-29T10:34:42+0900,inactive,51,12,147,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-02,2025-05-02,블랙헤드_250423,255,,50000,"일일 예산",,,0,,0,0,,,7,7,,,,2025-04-29T10:34:42+0900,not_delivering,1,1,5,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-02,2025-05-02,"소이현 이것_250423",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,한번에_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,"재구매 1위(수정)_250423",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-02,2025-05-02,삼써_250429,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
