"보고 시작","보고 종료","광고 이름","지출 금액 (KRW)","구매 ROAS(광고 지출 대비 수익률)","광고 세트 예산","광고 세트 예산 유형",구매,"구매 전환값","CPC(전체) (KRW)",전환율(CVR),CTR(전체),클릭(전체),결과,"결과 표시 도구",도달,노출,"장바구니에 담기","평균 구매 전환값","결과당 비용","최근 영향이 큰 변경","광고 게재","동영상 3초 이상 재생","동영상 100% 재생","동영상 재생","기여 설정"
2025-05-16,2025-05-16,250502_햇살,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-16,2025-05-16,250502_급구,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-16,2025-05-16,250502_돈아껴,4010,12.219451,220000,"일일 예산",1,49000,4010,1,0.826446,1,1,actions:offsite_conversion.fb_pixel_purchase,103,121,1,49000,4010,2025-05-15T09:47:23+0900,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-16,2025-05-16,250502_피부과,70,,220000,"일일 예산",,,0,,0,0,,,2,2,,,,2025-05-15T09:47:23+0900,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-16,2025-05-16,250502_봄맞이(재업),0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-16,2025-05-16,250508_담당자(재업),12,,220000,"일일 예산",,,0,,0,0,,,2,2,,,,2025-05-15T09:47:23+0900,active,1,1,1,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-16,2025-05-16,250509_속보,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-16,2025-05-16,250509_여름모공,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-16,2025-05-16,"250509_2주 완성",0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-16,2025-05-16,250509_챗GPT,11,,220000,"일일 예산",,,0,,0,0,,,2,2,,,,2025-05-15T09:47:23+0900,active,,,2,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-16,2025-05-16,250509_모공청소기,52,,220000,"일일 예산",,,0,,0,0,,,3,3,,,,2025-05-15T09:47:23+0900,active,,,3,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-16,2025-05-16,250509_땅문서,60039,,220000,"일일 예산",,,4618.384615,0,1.177536,13,,,932,1104,,,,2025-05-15T09:47:23+0900,active,273,34,884,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-16,2025-05-16,250509_Bye,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,active,,,,~
2025-05-16,2025-05-16,250509_어디까지,8406,,220000,"일일 예산",,,8406,0,0.358423,1,,,250,279,,,,2025-05-15T09:47:23+0900,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
