"보고 시작","보고 종료","광고 이름","지출 금액 (KRW)","구매 ROAS(광고 지출 대비 수익률)","광고 세트 예산","광고 세트 예산 유형",구매,"구매 전환값","CPC(전체) (KRW)",전환율(CVR),CTR(전체),클릭(전체),결과,"결과 표시 도구",도달,노출,"장바구니에 담기","평균 구매 전환값","결과당 비용","최근 영향이 큰 변경","광고 게재","동영상 3초 이상 재생","동영상 100% 재생","동영상 재생","기여 설정"
2025-05-03,2025-05-03,봄맞이_250421,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,"재구매 1위_250421",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,"1+1 혜택_250423",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,목부터_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,진혹거_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,미쳤음_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,블랙헤드_250423,14,,50000,"일일 예산",,,0,,0,0,,,3,3,,,,2025-04-29T10:34:42+0900,not_delivering,,,3,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,"소이현 이것_250423",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,한번에_250423,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,"재구매 1위(수정)_250423",0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,삼써_250429,0,,50000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-04-29T10:34:42+0900,inactive,,,,~
2025-05-03,2025-05-03,"아직도 몰라_250429",31505,1.898111,50000,"일일 예산",1,59800,2100.333333,0.06666667,1.536885,15,1,actions:offsite_conversion.fb_pixel_purchase,791,976,3,59800,31505,2025-04-29T10:34:42+0900,inactive,171,13,747,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,체험단_250429,38589,,50000,"일일 예산",,,6431.5,0,0.578035,6,,,896,1038,,,,2025-04-29T10:34:42+0900,inactive,199,23,832,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_2주,1676,,220000,"일일 예산",,,1676,0,2.040816,1,,,38,49,,,,0,inactive,19,2,41,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_개운한데,727,,220000,"일일 예산",,,0,,0,0,,,15,15,,,,0,active,3,,14,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_남자피지,678,,220000,"일일 예산",,,0,,0,0,,,16,16,,,,0,inactive,5,,16,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_모공찌꺼기,4465,,220000,"일일 예산",,,0,,0,0,,,63,71,,,,0,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_서울대,28861,4.836977,220000,"일일 예산",2,139600,1374.333333,0.1,2.419355,21,2,actions:offsite_conversion.fb_pixel_purchase,788,868,2,69800,14430.5,0,inactive,189,23,775,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_이정도,6308,,220000,"일일 예산",,,2102.666667,0,1.485149,3,,,178,202,1,,,0,inactive,26,4,170,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_좁쌀,843,70.937129,220000,"일일 예산",1,59800,0,,0,0,1,actions:offsite_conversion.fb_pixel_purchase,19,21,1,59800,843,0,inactive,6,1,19,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_햇살,34999,,220000,"일일 예산",,,2333.266667,0,1.276596,15,,,1029,1175,,,,0,inactive,209,29,1014,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_급구,16819,,220000,"일일 예산",,,2402.714286,0,1.55902,7,,,354,449,,,,0,inactive,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_돈아껴,5050,,220000,"일일 예산",,,1010,0,2.439024,5,,,175,205,,,,0,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-03,2025-05-03,250502_피부과,229,,220000,"일일 예산",,,0,,0,0,,,6,9,,,,0,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
