"보고 시작","보고 종료","광고 이름","지출 금액 (KRW)","구매 ROAS(광고 지출 대비 수익률)","광고 세트 예산","광고 세트 예산 유형",구매,"구매 전환값","CPC(전체) (KRW)",전환율(CVR),CTR(전체),클릭(전체),결과,"결과 표시 도구",도달,노출,"장바구니에 담기","평균 구매 전환값","결과당 비용","최근 영향이 큰 변경","광고 게재","동영상 3초 이상 재생","동영상 100% 재생","동영상 재생","기여 설정"
2025-05-20,2025-05-20,250502_햇살,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-20,2025-05-20,250502_급구,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-20,2025-05-20,250502_돈아껴,741,,220000,"일일 예산",,,0,,0,0,,,33,39,,,,2025-05-15T09:47:23+0900,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-20,2025-05-20,250502_피부과,27,,220000,"일일 예산",,,0,,0,0,,,1,1,,,,2025-05-15T09:47:23+0900,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-20,2025-05-20,250502_봄맞이(재업),0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-20,2025-05-20,250508_담당자(재업),175,,220000,"일일 예산",,,0,,0,0,,,2,2,,,,2025-05-15T09:47:23+0900,active,,,1,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-20,2025-05-20,250509_속보,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-20,2025-05-20,250509_여름모공,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-20,2025-05-20,"250509_2주 완성",0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,inactive,,,,~
2025-05-20,2025-05-20,250509_챗GPT,34,,220000,"일일 예산",,,0,,0,0,,,1,1,,,,2025-05-15T09:47:23+0900,active,1,1,1,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-20,2025-05-20,250509_모공청소기,714,,220000,"일일 예산",,,0,,0,0,,,12,12,,,,2025-05-15T09:47:23+0900,active,4,1,11,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-20,2025-05-20,250509_땅문서,75309,0.794062,220000,"일일 예산",1,59800,3423.136364,0.05,1.173333,22,1,actions:offsite_conversion.fb_pixel_purchase,1673,1875,1,59800,75309,2025-05-15T09:47:23+0900,active,469,35,1611,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
2025-05-20,2025-05-20,250509_Bye,0,,220000,"일일 예산",,,0,,0,0,,,0,0,,,,2025-05-15T09:47:23+0900,active,,,,~
2025-05-20,2025-05-20,250509_어디까지,18943,,220000,"일일 예산",,,4735.75,0,0.954654,4,,,330,419,5,,,2025-05-15T09:47:23+0900,active,,,,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일"
